G13	G1	-
G46	G1	-
G36	G1	-
G11	G2	-
G46	G2	-
G7	G2	-
G47	G3	+
G46	G3	+
G13	G3	+
G6	G4	+
G13	G4	-
G8	G4	-
G8	G5	-
G51	G5	-
G30	G5	-
G46	G5	-
G2	G5	-
G53	G5	-
G60	G5	-
G22	G5	-
G83	G5	-
G77	G5	+
G20	G5	-
G45	G5	+
G13	G5	-
G11	G5	-
G49	G5	-
G63	G5	+
G12	G5	+
G9	G5	-
G47	G6	+
G46	G6	+
G22	G6	+
G8	G6	+
G65	G6	+
G96	G6	-
G46	G7	+
G48	G8	-
G60	G8	-
G77	G8	+
G49	G8	+
G23	G8	+
G50	G8	+
G83	G8	-
G20	G8	+
G53	G8	+
G19	G8	+
G33	G8	+
G42	G8	-
G22	G8	-
G87	G8	+
G75	G8	-
G47	G8	+
G11	G9	-
G8	G9	-
G2	G10	-
G13	G10	+
G8	G11	+
G17	G11	+
G60	G12	+
G17	G12	-
G30	G12	-
G50	G12	-
G88	G12	-
G8	G12	-
G2	G13	-
G6	G13	-
G19	G13	-
G46	G13	+
G68	G13	+
G10	G14	-
G13	G14	+
G65	G15	-
G43	G15	-
G23	G15	+
G66	G15	+
G32	G15	-
G44	G15	-
G27	G15	+
G6	G15	+
G15	G16	-
G31	G16	-
G27	G16	-
G46	G16	+
G23	G16	+
G21	G16	+
G30	G17	+
G31	G17	+
G49	G17	+
G20	G17	+
G77	G17	+
G8	G17	+
G74	G18	+
G46	G18	+
G83	G20	+
G48	G20	-
G50	G20	+
G42	G20	+
G77	G20	-
G53	G20	-
G57	G21	+
G19	G21	+
G6	G21	+
G31	G21	-
G4	G24	+
G13	G24	-
G2	G25	-
G20	G25	-
G8	G25	-
G49	G25	-
G36	G25	-
G63	G25	+
G46	G25	-
G17	G26	-
G77	G26	-
G5	G26	-
G8	G26	-
G23	G27	-
G6	G27	-
G19	G27	-
G66	G27	-
G87	G27	+
G96	G27	+
G32	G27	+
G54	G27	+
G96	G28	-
G27	G28	+
G15	G28	-
G58	G29	+
G46	G29	+
G15	G29	-
G49	G30	-
G33	G30	+
G27	G31	-
G47	G31	-
G32	G31	-
G54	G31	-
G46	G31	-
G55	G32	+
G54	G32	+
G49	G33	+
G46	G33	-
G46	G34	+
G18	G34	+
G13	G35	+
G18	G35	+
G54	G36	+
G32	G36	+
G6	G37	+
G40	G37	+
G47	G37	-
G15	G37	+
G96	G37	+
G61	G37	-
G31	G37	-
G27	G38	+
G15	G38	+
G44	G38	-
G66	G38	-
G32	G38	+
G72	G39	+
G30	G39	-
G8	G39	+
G47	G40	+
G15	G40	+
G27	G40	-
G96	G40	-
G20	G41	-
G42	G41	-
G48	G41	-
G53	G41	-
G36	G41	-
G8	G41	-
G83	G41	+
G75	G42	-
G83	G42	+
G48	G42	+
G73	G42	-
G53	G42	+
G32	G43	-
G33	G43	+
G54	G43	+
G23	G43	-
G27	G43	-
G46	G43	-
G54	G44	+
G45	G44	-
G66	G44	-
G32	G44	-
G27	G44	-
G27	G45	+
G31	G45	+
G63	G45	+
G87	G45	-
G19	G46	+
G68	G46	+
G23	G46	-
G23	G47	+
G65	G47	-
G96	G47	-
G84	G48	-
G73	G48	-
G53	G48	-
G68	G49	+
G17	G51	+
G27	G51	+
G58	G51	-
G45	G51	+
G85	G52	+
G40	G52	+
G27	G52	+
G47	G52	+
G92	G52	-
